"Year","date","thermo.depth","n2","sch_stab","temp_1.6m","temp_5m","temp_9m","mean_fDOM","mean_Chla","DOsat_surface","DOsat_5m","DOsat_9m","daily_CH4","mean_CO2_0.1","mean_CH4_0.1","mean_CO2_1.6","mean_CH4_1.6","mean_CO2_3.8","mean_CH4_3.8","mean_CO2_5","mean_CH4_5","mean_CO2_6.2","mean_CH4_6.2","mean_CO2_8","mean_CH4_8","mean_CO2_9","mean_CH4_9","mean_CO2_6","mean_CH4_6","PAR_umolm2s_Average","Rain_Total_mm","WindSpeed_Average_m_s"
2020,2020-04-30,3.61625550912053,0.00185531967660489,9.07792956246042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.1693765625,0.0310444444444444,2.59811319444444
2020,2020-05-01,3.70116583454688,0.00239583795058269,8.86785927984057,14.4241965811966,9.31238101709402,7.85546022222222,17.3223076923077,5.24769230769231,102.677606837607,9.47307088888889,2.01558419097622,0.0779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.018230351307,0,2.01985277777778
2020,2020-05-02,3.80220411315752,0.00240577251263318,9.58931875927457,13.911993006993,9.42274572727273,7.88931402097902,18.1888811188811,4.94461538461538,100.69958041958,10.7252993496503,1.93544711435458,0.0055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.270764942529,0,2.48444305555556
2020,2020-05-03,3.92148351280325,0.00210970971475078,12.9439954137976,14.1072377622378,9.43659515384615,7.93183184615385,18.9976223776224,5.70167832867133,106.238741258741,8.80443091608392,1.86321058965045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.275039343545,0,1.98493125
2020,2020-05-04,3.70278280346961,0.00244006702972381,18.5770264412836,15.9444755244755,9.49177116783217,8.01086621678322,17.4937062937063,4.21230769230769,110.738041958042,6.95743083916084,1.75331228457077,-0.0059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564.486931481482,0.00144113475177305,2.5309875
2020,2020-05-05,3.44286133010641,0.00220233450200513,14.6044580031048,15.7236643356643,9.56304982517483,8.06586035664336,18.1651048951049,5.20314684615385,114.347762237762,2.41298404895105,1.75479726511848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.317903127968,0.00211666666666667,1.78381805555556
2020,2020-05-06,3.35574508830994,0.00254711579657073,11.7924843472982,15.4469230769231,9.58061955244755,8.07694471328671,17.3720979020979,6.78587411888112,111.116783216783,0.714252825174825,1.75836395348235,0.0287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.417871527778,0.000881944444444445,1.83025694444444
2020,2020-05-07,3.78482071215961,0.00233147516949306,9.85406369999909,14.8230567375887,9.6579954964539,8.11183340425532,15.9436170212766,4.00397163120567,107.280638297872,1.38190185106383,1.76193735847848,0.0406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.65241308642,0,2.81002847222222
2020,2020-05-08,3.72618900429669,0.0022823189010753,8.74156945562475,14.5134685314685,9.6350163006993,8.1478207972028,16.1318881118881,4.89244755244755,107.695804195804,0.0680214895104895,1.76547571359104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.289926197003,0.000529166666666667,1.62560277777778
2020,2020-05-09,4.20932381411235,0.00235097247824348,7.83037824497513,13.9659366197183,9.78775890140845,8.16187802112676,15.882323943662,6.71823943661972,103.885985915493,0,1.76902568436762,0.0092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568.339248101396,0,2.60980555555556
